sentenceID,sentenceText
DDI-DrugBank.d500.s2,"Absorption of tetracyclines is impaired by antacids containing aluminum, calcium, or magnesium, and iron-containing preparations."
DDI-DrugBank.d500.s3,Absorption of tetracycline is impaired by bismuth subsalicylate.
DDI-DrugBank.d500.s4,"Barbiturates, carbamazepine, and phenytoin decrease the half-life of doxycycline."
DDI-DrugBank.d500.s5,The concurrent use of tetracycline and Penthrane (methoxyflurane) has been reported to result in fatal renal toxicity.
DDI-DrugBank.d500.s6,Concurrent use of tetracycline may render oral contraceptives less effective.
DDI-DrugBank.d500.s7,Drug/Laboratory Test Interactions False elevations of urinary catecholamine levels may occur due to interference with the fluorescence test.
DDI-DrugBank.d511.s0,A possible drug interaction of FOSCAVIR and intravenous pentamidine has been described.
DDI-DrugBank.d511.s1,Concomitant treatment of four patients in the United Kingdom with FOSCAVIR and intravenous pentamidine may have caused hypocalcemia;
DDI-DrugBank.d511.s2,one patient died with severe hypocalcemia.
DDI-DrugBank.d511.s3,Toxicity associated with concomitant use of aerosolized pentamidine has not been reported.
DDI-DrugBank.d511.s4,"Because of foscarnets tendency to cause renal impairment, the use of FOSCAVIR should be avoided in combination with potentially nephrotoxic drugs such as aminoglycosides, amphotericin B and intravenous pentamidine unless the potential benefits outweigh the risks to the patient."
DDI-DrugBank.d511.s5,"Since FOSCAVIR decreases serum concentrations of ionized calcium, concurrent treatment with other drugs known to influence serum calcium concentrations should be used with particular caution."
DDI-DrugBank.d511.s6,Ganciclovir: The pharmacokinetics of foscarnet and ganciclovir were not altered in 13 patients receiving either concomitant therapy or daily alternating therapy for maintenance of CMV disease.
DDI-DrugBank.d270.s0,"Nevirapine is principally metabolized by the liver via the cytochrome P450 isoenzymes, 3A4 and 2B6."
DDI-DrugBank.d270.s1,Nevirapine is known to be an inducer of these enzymes.
DDI-DrugBank.d270.s2,"As a result, drugs that are metabolized by these enzyme systems may have lower than expected plasma levels when coadministered with nevirapine."
DDI-DrugBank.d270.s3,"The specific pharmacokinetic changes that occur with co-administration of nevirapine and other drugs are listed in CLINICAL PHARMACOLOGY, Table 1."
DDI-DrugBank.d270.s4,Clinical comments about possible dosage modifications based on these pharmacokinetic changes are listed in Table 3.
DDI-DrugBank.d270.s5,The data inTables 1 and 3 are based on the results of drug interaction studies conducted in HIV-1 seropositive subjects unless otherwise indicated.
DDI-DrugBank.d270.s6,"In addition to established drug interactions, there may be potential pharmacokinetic interactions between nevirapine and other drug classes that are metabolized by the cytochrome P450 system."
DDI-DrugBank.d270.s7,These potential drug interactions are listed in Table 4.
DDI-DrugBank.d270.s8,"Although specific drug interaction studies in HIV-1 seropositive subjects have not been conducted for the classes of drugs listed in Table 4, additional clinical monitoring may be warranted when co-administering these drugs."
DDI-DrugBank.d270.s9,The in vitro interaction between nevirapine and the antithrombotic agent warfarin is complex.
DDI-DrugBank.d270.s10,"As a result, when giving these drugs concomitantly, plasma warfarin levels may change with the potential for increases in coagulation time."
DDI-DrugBank.d270.s11,"When warfarin is co-administered with nevirapine, anticoagulation levels should be monitored frequently."
DDI-DrugBank.d270.s12,Table 3 Established Drug Interactions: Alteration in Dose or Regimen May Be Recommended Based on Drug Interaction Studies
DDI-DrugBank.d270.s13,Drug Name
DDI-DrugBank.d270.s14,Effect on Concentration of Nevirapine or Concomitant Drug
DDI-DrugBank.d270.s15,Clinical Comment
DDI-DrugBank.d270.s16,Clarithromycin
DDI-DrugBank.d270.s17,Clarithromycin  14OH- clarithromycin
DDI-DrugBank.d270.s18,Clarithromycin exposure was significantly decreased by nevirapine;
DDI-DrugBank.d270.s19,"however, 14-OH metabolite concentrations were increased.Because clarithromycin active metabolite has reduced activity against Mycobacteriumavium-intracellulare complex, overallactivity against this pathogen may bealtered."
DDI-DrugBank.d270.s20,"Alternatives to clarithromycin,such as azithromycin, should be considered."
DDI-DrugBank.d270.s21,Efavirenz
DDI-DrugBank.d270.s22,Efavirenz
DDI-DrugBank.d270.s23,Appropriate doses for this combination are not established.
DDI-DrugBank.d270.s24,Ethinyl estradiol and Norethindrone
DDI-DrugBank.d270.s25,Ethinyl estradiol Norethindrone
DDI-DrugBank.d270.s26,"Oral contraceptives and other hormonalmethods of birth control should not be usedas the sole method of contraception inwomen taking nevirapine, since nevirapinemay lower the plasma levels of thesemedications."
DDI-DrugBank.d270.s27,An alternative or additional method of contraception is recommended.
DDI-DrugBank.d270.s28,Fluconazole
DDI-DrugBank.d270.s29,Nevirapine
DDI-DrugBank.d270.s30,"Because of the risk of increased exposure tonevirapine, caution should be used inconcomitant administration, and patients should be monitored closely for nevirapine-associated adverse events."
DDI-DrugBank.d270.s31,Indinavir
DDI-DrugBank.d270.s32,Indinavir
DDI-DrugBank.d270.s33,"Appropriate doses for this combination arenot established, but an increase in thedosage of indinavir may be required."
DDI-DrugBank.d270.s34,Ketoconazole
DDI-DrugBank.d270.s35,Ketoconazole
DDI-DrugBank.d270.s36,Nevirapine and ketoconazole should not beadministered concomitantly becausedecreases in ketoconazole plasmaconcentrations may reduce the efficacy of the drug.
DDI-DrugBank.d270.s37,Lopinavir/Ritonavir
DDI-DrugBank.d270.s38,Lopinavir
DDI-DrugBank.d270.s39,A dose increase of lopinavir/ritonavir to 533/133 mg twice daily with food isrecommended in combination with nevirapine.
DDI-DrugBank.d270.s40,Methadone
DDI-DrugBank.d270.s41,Methadonea
DDI-DrugBank.d270.s42,Methadone levels may be decreased; increased dosages may be required to prevent symptoms of opiate withdrawal. Methadone maintained patients beginning nevirapine therapy should be monitored forevidence of withdrawal and methadone dose should be adjusted accordingly.
DDI-DrugBank.d270.s43,Nelfinavir
DDI-DrugBank.d270.s44,Nelfinavir M8
DDI-DrugBank.d270.s45,"The appropriate dose for nelfinavir incombination with nevirapine, with respectto safety and efficacy, has not been established."
DDI-DrugBank.d270.s46,Rifabutin
DDI-DrugBank.d270.s47,Rifabutin
DDI-DrugBank.d270.s48,Rifabutin and its metabolite concentrationswere moderately increased.
DDI-DrugBank.d270.s49,"Due to highintersubject variability, however, somepatients may experience large increases inrifabutin exposure and may be at higher riskfor rifabutin toxicity."
DDI-DrugBank.d270.s50,"Therefore, caution should be used in concomitant administration."
DDI-DrugBank.d270.s51,Rifampin
DDI-DrugBank.d270.s52,Nevirapine
DDI-DrugBank.d270.s53,Nevirapine and rifampin should not beadministered concomitantly becausedecreases in nevirapine plasmaconcentrations may reduce the efficacy ofthe drug.
DDI-DrugBank.d270.s54,Physicians needing to treatpatients co-infected with tuberculosis andusing a nevirapine containing regimen mayuse rifabutin instead.
DDI-DrugBank.d270.s55,Saquinavir
DDI-DrugBank.d270.s56,Saquinavir
DDI-DrugBank.d270.s57,"Appropriate doses for this combination arenot established, but an increase in thedosage of saquinavir may be required."
DDI-DrugBank.d270.s58,"aBased on reports of narcotic withdrawal syndrome in patients treated with nevirapine and methadone concurrently, and evidence of decreased plasma concentrations of methadone."
DDI-DrugBank.d270.s59,"Table 4        Potential Drug Interactions:Use With Caution, Dose Adjustment of Co-administered Drug May Be Needed due to Possible Decrease in Clinical Effect"
DDI-DrugBank.d270.s60,Examples of Drugs in Which Plasma Concentrations May Be Decreased By Co-administration With Nevirapine
DDI-DrugBank.d270.s61,Drug Class Examples of Drugs
DDI-DrugBank.d270.s62,Antiarrhythmics
DDI-DrugBank.d270.s63,"Amiodarone, disopyramide, lidocaine"
DDI-DrugBank.d270.s64,Anticonvulsants
DDI-DrugBank.d270.s65,"Carbamazepine, clonazepam, ethosuximide"
DDI-DrugBank.d270.s66,Antifungals
DDI-DrugBank.d270.s67,Itraconazole
DDI-DrugBank.d270.s68,Calcium channel blockers
DDI-DrugBank.d270.s69,"Diltiazem, nifedipine, verapamil"
DDI-DrugBank.d270.s70,Cancer chemotherapy
DDI-DrugBank.d270.s71,Cyclophosphamide
DDI-DrugBank.d270.s72,Ergot alkaloids
DDI-DrugBank.d270.s73,Ergotamine
DDI-DrugBank.d270.s74,Immunosuppressants
DDI-DrugBank.d270.s75,"Cyclosporin, tacrolimus, sirolimus"
DDI-DrugBank.d270.s76,Motility agents
DDI-DrugBank.d270.s77,Cisapride
DDI-DrugBank.d270.s78,Opiate agonists
DDI-DrugBank.d270.s79,Fentanyl
DDI-DrugBank.d270.s80,Examples of Drugs in Which Plasma Concentrations May Be Increased By Co-administration With Nevirapine
DDI-DrugBank.d270.s81,Antithrombotics
DDI-DrugBank.d270.s82,Warfarin
DDI-DrugBank.d270.s83,Potential effect on anticoagulation.
DDI-DrugBank.d270.s84,Monitoring of anticoagulation levels is recommended.
DDI-DrugBank.d270.s85,"Fat redistribution: Redistribution/accumulation of body fat including central obesity, dorsocervical fat enlargement (buffalo hump), peripheral wasting, facial wasting, breast enlargement, and cushingoid appearance have been observed in patients receiving antiretroviral therapy."
DDI-DrugBank.d270.s86,The mechanism and long-term consequences of these events are currently unknown.
DDI-DrugBank.d270.s87,A causal relationship has not been established
DDI-DrugBank.d385.s0,It is not known if REGRANEX Gel interacts with other topical medications applied to the ulcer site.
DDI-DrugBank.d385.s1,The use of REGRANEX Gel with other topical drugs has not been studied.
DDI-DrugBank.d510.s0,"The concurrent use of Robinul Injection with other anticholinergics or medications with anticholinergic activity, such as phenothiazines, antiparkinson drugs, or tricyclic antidepressants, may intensify the antimuscarinic effects and may result in an increase in anticholinergic side effects."
DDI-DrugBank.d510.s1,Concomitant administration of Robinul Injection and potassium chloride in a wax matrix may increase the severity of potassium chloride-induced gastrointestinal lesions as a result of a slower gastrointestinal transit time.
DDI-DrugBank.d402.s0,No drug/drug interaction studies have been performed.
DDI-DrugBank.d213.s0,"Iodine or iodine excess may decrease the effect of Carbimazole, and an iodine deficiency can increase the effect of Carbimazole."
DDI-DrugBank.d213.s1,Serum concentration of digoxin and digitoxin may increase when patients take antithyroid agents.
DDI-DrugBank.d213.s2,A decrease of the dosage may be necessary when patient becomes euthyroid.
DDI-DrugBank.d213.s3,"Antithyroid agents may decrease thyroidal uptake of sodium iodide I131, a rebound in uptake may occur up to 5 days after sudden withdrawal of Carbimazole."
DDI-DrugBank.d213.s4,Patients response to oral anticoagulants may be affected by his/her thyroid and metabolic status.
DDI-DrugBank.d213.s5,An evaluation of prothrombin time and an adjustment of anticoagulant dosage are recommended
DDI-DrugBank.d321.s0,Dexamethasone: Steady-state trough concentrations of albendazole sulfoxide were about 56% higher when 8 mg dexamethasone was coadministered with each dose of albendazole (15 mg/kg/day) in eight neurocysticercosis patients.
DDI-DrugBank.d321.s1,"Praziquantel: In the fed state, praziquantel (40 mg/kg) increased mean maximum plasma concentration and area under the curve of albendazole sulfoxide by about 50% in healthy subjects (n=10) compared with a separate group of subjects (n=6) given albendazole alone."
DDI-DrugBank.d321.s2,Mean T max and mean plasma elimination half-life of albendazole sulfoxide were unchanged.
DDI-DrugBank.d321.s3,The pharmacokinetics of praziquantel were unchanged following coadministration with albendazole (400 mg).
DDI-DrugBank.d321.s4,Cimetidine: Albendazole sulfoxide concentrations in bile and cystic fluid were increased (about 2-fold) in hydatid cyst patients treated with cimetidine (10 mg/kg/day) (n=7) compared with albendazole (20 mg/kg/day) alone (n=12).
DDI-DrugBank.d321.s5,Albendazole sulfoxide plasma concentrations were unchanged 4 hours after dosing.
DDI-DrugBank.d321.s6,Theophylline: The pharmacokinetics of theophylline (aminophylline 5.8 mg/kg infused over 20 minutes) were unchanged following a single oral dose of albendazole (400 mg) in 6 healthy subjects.
DDI-DrugBank.d47.s0,Caution should be exercised when the following drugs are administered concomitantly with LODOSYN (Carbidopa) given with levodopa or carbidopa-levodopa combination products.
DDI-DrugBank.d47.s1,"For patients receiving monoamine oxidase inhibitors, see CONTRAINDICATIONS."
DDI-DrugBank.d47.s2,"Dopamine D2 receptor antagonists (e.g., phenothiazines, butyrophenones, risperidone) and isoniazid may reduce the therapeutic effects of levodopa."
DDI-DrugBank.d47.s3,"In addition, the beneficial effects of levodopa in Parkinsons disease have been reported to be reversed by phenytoin and papaverine."
DDI-DrugBank.d47.s4,Patients taking these drugs with LODOSYN and levodopa or carbidopa-levodopa combination products should be carefully observed for loss of therapeutic response.
DDI-DrugBank.d47.s5,Iron salts may reduce the bioavailability of carbidopa and levodopa.
DDI-DrugBank.d47.s6,The clinical relevance is unclear.
DDI-DrugBank.d47.s7,"Although metoclopramide may increase the bioavailability of levodopa by increasing gastric emptying, metoclopramide may also adversely affect disease control by its dopamine receptor antagonistic properties."
DDI-DrugBank.d505.s0,No pharmacokinetic drug-drug interaction studies were conducted with PERSANTINE  (dipyridamole USP) Tablets.
DDI-DrugBank.d505.s1,The following information was obtained from the literature.
DDI-DrugBank.d505.s2,Adenosine: Dipyridamole has been reported to increase the plasma levels and cardiovascular effects of adenosine.
DDI-DrugBank.d505.s3,Adjustment of adenosine dosage may be necessary.
DDI-DrugBank.d505.s4,"Cholinesterase Inhibitors: Dipyridamole may counteract the anticholinesterase effect of cholinesterase inhibitors, thereby potentially aggravating myasthenia gravis."
DDI-DrugBank.d541.s0,"May interact with the following: beta-adrenergic blocking agents (these medicines may make your condition worse and prevent the adrenergic bronchodilators from working properly) and disopyramide, quinidine, phenothiazines, and procainamide (these medicines may increase the risk of heart problems)."
DDI-DrugBank.d25.s0,Corticotropin may accentuate the electrolyte loss associated with diuretic therapy.
DDI-DrugBank.d487.s0,The pharmacokinetic interactions listed below are potentially clinically important.
DDI-DrugBank.d487.s1,"Drugs that induce hepatic enzymes such as phenobarbital, phenytoin and rifampin may increase the clearance of corticosteroids and may require increases in corticosteroid dose to achieve the desired response."
DDI-DrugBank.d487.s2,Drugs such as troleandomycin and ketoconazole may inhibit the metabolism of corticosteroids and thus decrease their clearance.
DDI-DrugBank.d487.s3,"Therefore, the dose of corticosteroid should be titrated to avoid steroid toxicity."
DDI-DrugBank.d487.s4,Corticosteroids may increase the clearance of chronic high dose aspirin.
DDI-DrugBank.d487.s5,This could lead to decreased salicylate serum levels or increase the risk of salicylate toxicity when corticosteroid is withdrawn.
DDI-DrugBank.d487.s6,Aspirin should be used cautiously in conjunction with cortico-steroids in patients suffering from hypopro-thrombinemia.
DDI-DrugBank.d487.s7,The effect of corticosteroids on oral anticoagulants is variable.
DDI-DrugBank.d487.s8,There are reports of enhanced as well as diminished effects of anticoagulants when given concurrently with corticosteroids.
DDI-DrugBank.d487.s9,"Therefore, coagulation indices should be monitored to maintain the desired anticoagulant effect."
DDI-DrugBank.d309.s0,"Additive CNS depression may occur when antihistamines are administered concomitantly with other CNS depressants including barbiturates, tranquilizers, and alcohol."
DDI-DrugBank.d309.s1,Patients receiving antihistamines should be advised against the concurrent use of other CNS depressant drugs.
DDI-DrugBank.d309.s2,Monoamine oxidase (MAO) inhibitors prolong and intensify the anticholinergic effects of antihistamines.
DDI-DrugBank.d4.s0,"Synergism between xanthine bronchodilators (e.g., theophylline), ephedrine, and other sympathomimetic bronchodilators has been reported."
DDI-DrugBank.d4.s1,This should be considered whenever these agents are prescribed concomitantly.
DDI-DrugBank.d4.s2,"Concurrent administration of dyphylline and probenecid, which competes for tubular secretion, has been shown to increase the plasma half-life of dyphylline ."
DDI-DrugBank.d378.s0,Renal function should be monitored carefully if high doses of aminoglycosides are to be administered with MAXIPIME because of the increased potential of nephrotoxicity and ototoxicity of aminoglycoside antibiotics.
DDI-DrugBank.d378.s1,Nephrotoxicity has been reported following concomitant administration of other cephalosporins with potent diuretics such as furosemide.
DDI-DrugBank.d378.s2,Drug/Laboratory Test Interactions The administration of cefepime may result in a false-positive reaction for glucose in the urine when using Clinitest  tablets.
DDI-DrugBank.d378.s3,It is recommended that glucose tests based on enzymatic glucose oxidase reactions (such as Clinistix  or Tes-Tape  ) be used.
DDI-DrugBank.d274.s0,Animal studies indicate that dobutamine may be ineffective if the patient has recently received a b-blocking drug.
DDI-DrugBank.d274.s1,"In such a case, the peripheral vascular resistance may increase."
DDI-DrugBank.d274.s2,"Preliminary studies indicate that the concomitant use of dobutamine and nitroprusside results in a higher cardiac output and, usually, a lower pulmonary wedge pressure than when either drug is used alone."
DDI-DrugBank.d274.s3,"There was no evidence of drug interactions in clinical studies in which dobutamine was administered concurrently with other drugs, including digitalis preparations, furosemide, spironolactone, lidocaine, glyceryl trinitrate, isosorbide dinitrate, morphine, atropine, heparin, protamine, potassium chloride, folic acid, and acetaminophen."
DDI-DrugBank.d215.s0,"Caution should be observed when anileridine is coadministered with other opioids, sedatives, phenothiazines, or anesthetics, as these agents may increase respiratory and circulatory depression."
DDI-DrugBank.d394.s0,"The hypotensive effect of sodium nitroprusside is augmented by that of most other hypotensive drugs, including ganglionic blocking agents, negative inotropic agents, and inhaled anesthetics."
DDI-DrugBank.d99.s0,Drugs Metabolized by P450 2D6 - The biochemical activity of the drug metabolizing isozyme cytochrome P450 2D6 (debrisoquin hydroxylase) is reduced in a subset of the caucasian population (about 7-10% of caucasians are so called poor metabolizers);
DDI-DrugBank.d99.s1,"reliable estimates of the prevalence of reduced P450 2D6 isozyme activity among Asian, African and other populations are not yet available."
DDI-DrugBank.d99.s2,Poor metabolizers have higher than expected plasma concentrations of tricyclic antidepressants (TCAs) when given usual doses.
DDI-DrugBank.d99.s3,"Depending on the fraction of drug metabolized by P450 2D6, the increase in plasma concentration may be small, or quite large (8-fold increase in plasma AUC of the TCA)."
DDI-DrugBank.d99.s4,"In addition, certain drugs inhibit the activity of this isozyme and make normal metabolizers resemble poor metabolizers."
DDI-DrugBank.d99.s5,An individual who is stable on a given dose of TCA may become abruptly toxic when given one of these inhibiting drugs as concomitant therapy.
DDI-DrugBank.d99.s6,The drugs that inhibit cytochrome P450 2D6 include some that are not metabolized by the enzyme (quinidine;
DDI-DrugBank.d99.s7,"cimetidine) and many that are substrates for P450 2D6 (many other antidepressants, phenothiazines, and the Type 1C antiarrhythmics propafenone and flecainide)."
DDI-DrugBank.d99.s8,"While all the selective serotonin reuptake inhibitors (SSRIs), e.g., fluoxetine, sertraline, and paroxetine, inhibit P450 2D6, they may vary in the extent of inhibition."
DDI-DrugBank.d99.s9,The extent to which SSRI-TCA interactions may pose clinical problems will depend on the degree of inhibition and the pharmacokinetics of the SSRI involved.
DDI-DrugBank.d99.s10,"Nevertheless, caution is indicated in the coadministration of TCAs with any of the SSRIs and also in switching from one class to the other."
DDI-DrugBank.d99.s11,"Of particular importance, sufficient time must elapse before initiating TCA treatment in a patient being withdrawn from fluoxetine, given the long half-life of the parent and active metabolite (at least 5 weeks may be necessary)."
DDI-DrugBank.d99.s12,Concomitant use of tricyclic antidepressants with drugs that can inhibit cytochrome P450 2D6 may require lower doses than usually prescribed for either the tricyclic antidepressant or the other drug.
DDI-DrugBank.d99.s13,"Furthermore, whenever one of these other drugs is withdrawn from co-therapy, an increased dose of tricyclic antidepressant may be required."
DDI-DrugBank.d99.s14,It is desirable to monitor TCA plasma levels whenever a TCA is going to be coadministered with another drug known to be an inhibitor of P450 2D6.
DDI-DrugBank.d99.s15,Monoamine Oxidase Inhibitors: Guanethidine or similarly acting compounds;
DDI-DrugBank.d99.s16,thyroid medication;
DDI-DrugBank.d99.s17,"alcohol, barbiturates and other CNS depressants;"
DDI-DrugBank.d99.s18,"and disulfiram When amitriptyline HCl is given with anticholinergic agents or sympathomimetic drugs, including epinephrine combined with local anesthetics, close supervision and careful adjustment of dosages are required."
DDI-DrugBank.d99.s19,"Hyperpyrexia has been reported when amitriptyline HCl is administered with anticholinergic agents or with neuroleptic drugs, particularly during hot weather."
DDI-DrugBank.d99.s20,Paralytic ileus may occur in patients taking tricyclic antidepressants in combination with anticholinergic-type drugs.
DDI-DrugBank.d99.s21,"Cimetidine is reported to reduce hepatic metabolism of certain tricyclic antidepressants, thereby delaying elimination and increasing steady-state concentrations of these drugs."
DDI-DrugBank.d99.s22,Clinically significant effects have been reported with the tricyclic antidepressants when used concomitantly with cimetidine.
DDI-DrugBank.d99.s23,"Increases in plasma levels of tricyclic antidepressants, and in the frequency and severity of side effects, particularly anticholinergic, have been reported when cimetidine was added to the drug regimen."
DDI-DrugBank.d99.s24,Discontinuation of cimetidine in well-controlled patients receiving tricyclic antidepressants and cimetidine may decrease the plasma levels and efficacy of the antidepressants.
DDI-DrugBank.d99.s25,Caution is advised if patients receive large doses of ethchlorvynol concurrently.
DDI-DrugBank.d99.s26,Transient delirium has been reported in patients who were treated with one gram of ethchlorvynol and 75 - 150 mg of amitriptyline HCl.
DDI-DrugBank.d28.s0,Interactions between COPAXONE  and other drugs have not been fully evaluated.
DDI-DrugBank.d28.s1,"Results from existing clinical trials suggest no significant interactions between COPAXONE  and other therapies commonly used in MS patients, including the concurrent use of corticosteroids for up to 28 days."
DDI-DrugBank.d28.s2,COPAXONE  has not been formally evaluated in combination with Interferon beta.
DDI-DrugBank.d28.s3,"However, 10 patients who switched from therapy with Interferon beta to COPAXONE  did not report any serious and unexpected adverse reactions thought to be related to treatment."
DDI-DrugBank.d61.s0,"In clinical studies, Tilade has been co-administered with other anti-asthma medications, including inhaled and oral bronchodilators, and inhaled corticosteroids, with no evidence of increased frequency of adverse events or laboratory abnormalities."
DDI-DrugBank.d61.s1,"No formal drug-drug interaction studies, however, have been conducted."
DDI-DrugBank.d222.s0,"When atropine and pralidoxime are used together, the signs of atropinization (flushing, mydriasis, tachycardia, dryness of the mouth and nose) may occur earlier than might be expected than when atropine is used alone because pralidoxime may potentiate the effect of atropine."
DDI-DrugBank.d222.s1,The following precautions should be kept in mind in the treatment of anticholinesterase poisoning although they do not bear directly on the use of atropine and pralidoxime.
DDI-DrugBank.d222.s2,"Since barbiturates are potentiated by the anticholinesterases, they should be used cautiously in the treatment of convulsions."
DDI-DrugBank.d271.s0,"Physiological changes resulting from smoking cessation, with or without nicotine replacement, may alter the pharmacokinetics of certain concomitant medications, such as tricyclic antidepressants and theophylline."
DDI-DrugBank.d271.s1,Doses of these and perhaps other medications may need to be adjusted in patients who successfully quit smoking.
DDI-DrugBank.d567.s0,CYP3A4 Interactions
DDI-DrugBank.d567.s1,Lovastatin is metabolized by CYP3A4 but has no CYP3A4 inhibitory activity;
DDI-DrugBank.d567.s2,therefore it is not expected to affect the plasma concentrations of other drugs metabolized by CYP3A4.
DDI-DrugBank.d567.s3,Potent inhibitors of CYP3A4 (below) increase the risk of myopathy by reducing the elimination of lovastatin.
DDI-DrugBank.d567.s4,Pharmacokinetics.
DDI-DrugBank.d567.s5,Itraconazole Ketoconazole Erythromycin Clarithromycin Telithromycin HIV protease inhibitors Nefazodone Cyclosporine Large quantities of grapefruit juice ( 1 quart daily)
DDI-DrugBank.d567.s6,Interactions with lipid-lowering drugs that can cause myopathy when given alone.
DDI-DrugBank.d567.s7,"The risk of myopathy is also increased by the following lipid-lowering drugs that are not potent CYP3A4 inhibitors, but which can cause myopathy when given alone."
DDI-DrugBank.d567.s8,"See WARNINGS, Myopathy/Rhabdomyolysis."
DDI-DrugBank.d567.s9,Gemfibrozil Other fibrates Niacin (nicotinic acid) (=1 g/day)
DDI-DrugBank.d567.s10,Other drug interactions
DDI-DrugBank.d567.s11,"Danazol: The risk of myopathy/rhabdomyolysis is increased by concomitant administration of danazol particularly with higher doses of lovastatin (see WARNINGS, Myopathy/Rhabdomyolysis)."
DDI-DrugBank.d567.s12,"Amiodarone or Verapamil: The risk of myopathy/rhabdomyolysis is increased when either amiodarone or verapamil is used concomitantly with a closely related member of the HMG-CoA reductase inhibitor class (see WARNINGS, Myopathy/Rhabdomyolysis)."
DDI-DrugBank.d567.s13,"Coumarin Anticoagulants: In a small clinical trial in which lovastatin was administered to warfarin treated patients, no effect on prothrombin time was detected."
DDI-DrugBank.d567.s14,"However, another HMG-CoA reductase inhibitor has been found to produce a less than two-second increase in prothrombin time in healthy volunteers receiving low doses of warfarin."
DDI-DrugBank.d567.s15,"Also, bleeding and/or increased prothrombin time have been reported in a few patients taking coumarin anticoagulants concomitantly with lovastatin."
DDI-DrugBank.d567.s16,"It is recommended that in patients taking anticoagulants, prothrombin time be determined before starting lovastatin and frequently enough during early therapy to insure that no significant alteration of prothrombin time occurs."
DDI-DrugBank.d567.s17,"Once a stable prothrombin time has been documented, prothrombin times can be monitored at the intervals usually recommended for patients on coumarin anticoagulants."
DDI-DrugBank.d567.s18,"If the dose of lovastatin is changed, the same procedure should be repeated."
DDI-DrugBank.d567.s19,Lovastatin therapy has not been associated with bleeding or with changes in prothrombin time in patients not taking anticoagulants.
DDI-DrugBank.d567.s20,"Propranolol: In normal volunteers, there was no clinically significant pharmacokinetic or pharmacodynamic interaction with concomitant administration of single doses of lovastatin and propranolol."
DDI-DrugBank.d567.s21,"Digoxin: In patients with hypercholesterolemia, concomitant administration of lovastatin and digoxin resulted in no effect on digoxin plasma concentrations."
DDI-DrugBank.d567.s22,"Oral Hypoglycemic Agents: In pharmacokinetic studies of MEVACOR in hypercholesterolemic noninsulin dependent diabetic patients, there was no drug interaction with glipizide or with chlorpropamide"
DDI-DrugBank.d418.s0,No formal drug interaction studies have been conducted with Cyanokit.
DDI-DrugBank.d63.s0,"Monoamine oxidase (MAO) inhibitors such as isocarboxazid (e.g., Marplan), phenelzine (e.g., Nardil), procarbazine (e.g., Matulane), selegiline (e.g., Eldepryl), and tranylcypromine (e.g., Parnate): Using these medicines with L-tryptophan may increase the chance of side effects."
DDI-DrugBank.d84.s0,The concomitant administration of Exjade and aluminum-containing antacid preparations has not been formally studied.
DDI-DrugBank.d84.s1,"Although deferasirox has a lower affinity for aluminum than for iron, Exjade should not be taken with aluminum-containing antacid preparations."
DDI-DrugBank.d84.s2,"In healthy volunteers, Exjade had no effect on the pharmacokinetics of digoxin."
DDI-DrugBank.d84.s3,The effect of digoxin on Exjade pharmacokinetics has not been studied.
DDI-DrugBank.d84.s4,The concomitant administration of Exjade and vitamin C has not been formally studied.
DDI-DrugBank.d84.s5,Doses of vitamin C up to 200 mg were allowed in clinical studies without negative consequences.
DDI-DrugBank.d84.s6,The interaction of Exjade with hydroxyurea has not been formally studied.
DDI-DrugBank.d84.s7,No inhibition of deferasirox metabolism by hydroxyurea is expected based on the results of an in vitro study.
DDI-DrugBank.d84.s8,"Exjade should not be combined with other iron chelator therapies, as safety of such combinations has not been established."
DDI-DrugBank.d84.s9,Drug/Food Interactions The bioavailability (AUC) of deferasirox was variably increased when taken with a meal.
DDI-DrugBank.d84.s10,Deferasirox should be taken on an empty stomach 30 minutes before eating.
DDI-DrugBank.d84.s11,"Exjade tablets for oral suspension can be dispersed in water, orange juice, or apple juice."
DDI-DrugBank.d263.s0,Zidovudine: There is no significant pharmacokinetic interaction between ZDV and zalcitabine which has been confirmed clinically.
DDI-DrugBank.d263.s1,"Zalcitabine also has no significant effect on the intracellular phosphorylation of ZDV, as shown in vitro in peripheral blood mononuclear cells or in two other cell lines (U937 and Molt-4)."
DDI-DrugBank.d263.s2,In the same study it was shown that didanosine and stavudine had no significant effect on the intracellular phosphorylation of zalcitabine in peripheral blood mononuclear cells.
DDI-DrugBank.d263.s3,"Lamivudine: In vitro studies in peripheral blood mononuclear cells, U937 and Molt-4 cells revealed that lamivudine significantly inhibited zalcitabine phosphorylation in a dose dependent manner."
DDI-DrugBank.d263.s4,"Effects were already seen with doses corresponding to relevant plasma levels in humans, and the intracellular phosphorylation of zalcitabine to its three metabolites (including the active zalcitabine triphosphate metabolite) was significantly inhibited."
DDI-DrugBank.d263.s5,Zalcitabine inhibited lamivudine phosphorylation at high concentration ratios (10 and 100);
DDI-DrugBank.d263.s6,"however, it is considered to be unlikely that this decrease of phosphorylated lamivudine concentration is of clinical significance, as lamivudine is a more efficient substrate for deoxycytidine kinase than zalcitabine."
DDI-DrugBank.d263.s7,"These in vitro studies suggest that concomitant administration of zalcitabine and lamivudine in humans may result in sub-therapeutic concentrations of active phosphorylated zalcitabine, which may lead to a decreased antiretroviral effect of zalcitabine."
