entityID,name,position,type
DDI-DrugBank.d533.s7.e10,hydrochlorothiazide,186-204,drug
DDI-DrugBank.d533.s8.e0,Warfarin,0-7,drug
DDI-DrugBank.d533.s8.e1,aliskiren,25-33,drug
DDI-DrugBank.d533.s8.e2,warfarin,38-45,drug
DDI-DrugBank.d533.s9.e0,Furosemide,0-9,drug
DDI-DrugBank.d533.s9.e1,aliskiren,17-25,drug
DDI-DrugBank.d533.s9.e2,furosemide,52-61,drug
DDI-DrugBank.d533.s9.e3,furosemide,84-93,drug
DDI-DrugBank.d226.s0.e0,Adenocard,12-20,brand
DDI-DrugBank.d226.s0.e1,adenosine,23-31,drug
DDI-DrugBank.d226.s0.e2,quinidine,121-129,drug
DDI-DrugBank.d226.s0.e3,beta-adrenergic blocking agents,132-162,group
DDI-DrugBank.d226.s0.e4,calcium channel blocking agents,165-195,group
DDI-DrugBank.d226.s0.e5,angiotensin converting enzyme inhibitors,202-241,group
DDI-DrugBank.d226.s1.e0,Digoxin,0-6,drug
DDI-DrugBank.d226.s1.e1,verapamil,12-20,drug
DDI-DrugBank.d226.s1.e2,Adenocard,100-108,brand
DDI-DrugBank.d226.s2.e0,Adenocard,105-113,brand
DDI-DrugBank.d226.s3.e0,Adenocard,11-19,brand
DDI-DrugBank.d226.s3.e1,digitalis,43-51,group
DDI-DrugBank.d226.s4.e0,adenosine,15-23,drug
DDI-DrugBank.d226.s4.e1,methylxanthines,44-58,group
DDI-DrugBank.d226.s4.e2,caffeine,68-75,drug
DDI-DrugBank.d226.s4.e3,theophylline,81-92,drug
DDI-DrugBank.d226.s5.e0,methylxanthines,25-39,group
DDI-DrugBank.d226.s5.e1,adenosine,58-66,drug
DDI-DrugBank.d226.s5.e2,adenosine,87-95,drug
DDI-DrugBank.d226.s6.e0,Adenosine,0-8,drug
DDI-DrugBank.d226.s6.e1,dipyridamole,37-48,drug
DDI-DrugBank.d226.s7.e0,adenosine,23-31,drug
DDI-DrugBank.d226.s7.e1,dipyridamole,69-80,drug
DDI-DrugBank.d226.s8.e0,Carbamazepine,0-12,drug
DDI-DrugBank.d226.s9.e0,adenosine,25-33,drug
DDI-DrugBank.d226.s9.e1,carbamazepine,148-160,drug
DDI-DrugBank.d147.s0.e0,Vidaza,56-61,brand
DDI-DrugBank.d397.s0.e0,Erythromycin,0-11,drug
DDI-DrugBank.d397.s0.e1,theophylline,61-72,drug
DDI-DrugBank.d397.s0.e2,theophylline,118-129,drug
DDI-DrugBank.d397.s0.e3,theophylline,152-163,drug
DDI-DrugBank.d397.s1.e0,theophylline,11-22,drug
DDI-DrugBank.d397.s1.e1,theophylline,55-66,drug
DDI-DrugBank.d397.s1.e2,theophylline,88-99,drug
DDI-DrugBank.d397.s1.e3,erythromycin,162-173,drug
DDI-DrugBank.d397.s2.e0,erythromycin,30-41,drug
DDI-DrugBank.d397.s2.e1,digoxin,47-53,drug
DDI-DrugBank.d397.s2.e2,digoxin,95-101,drug
DDI-DrugBank.d397.s3.e0,erythromycin,64-75,drug
DDI-DrugBank.d397.s3.e1,anticoagulants,86-99,group
DDI-DrugBank.d397.s4.e0,erythromycin,57-68,drug
DDI-DrugBank.d397.s5.e0,erythromycin,18-29,drug
DDI-DrugBank.d397.s5.e1,ergotamine,35-44,drug
DDI-DrugBank.d397.s5.e2,dihydroergotamine,49-65,drug
DDI-DrugBank.d397.s6.e0,Erythromycin,0-11,drug
DDI-DrugBank.d397.s6.e1,triazolam,60-68,drug
DDI-DrugBank.d397.s6.e2,midazolam,74-82,drug
DDI-DrugBank.d397.s6.e3,benzodiazepines,140-154,group
DDI-DrugBank.d397.s7.e0,erythromycin,11-22,drug
DDI-DrugBank.d397.s8.e0,erythromycin,43-54,drug
DDI-DrugBank.d397.s8.e1,carbamazepine,61-73,drug
DDI-DrugBank.d397.s8.e2,cyclosporine,76-87,drug
DDI-DrugBank.d397.s8.e3,tacrolimus,90-99,drug
DDI-DrugBank.d397.s8.e4,hexobarbital,102-113,drug
DDI-DrugBank.d397.s8.e5,phenytoin,116-124,drug
DDI-DrugBank.d397.s8.e6,alfentanil,127-136,drug
DDI-DrugBank.d397.s8.e7,cisapride,139-147,drug
DDI-DrugBank.d397.s8.e8,disopyramide,150-161,drug
DDI-DrugBank.d397.s8.e9,lovastatin,164-173,drug
DDI-DrugBank.d397.s8.e10,bromocriptine,176-188,drug
DDI-DrugBank.d397.s8.e11,valproate,191-199,drug
DDI-DrugBank.d397.s8.e12,terfenadine,202-212,drug
DDI-DrugBank.d397.s8.e13,astemizole,219-228,drug
DDI-DrugBank.d397.s9.e0,erythromycin,135-146,drug
DDI-DrugBank.d397.s10.e0,Erythromycin,0-11,drug
DDI-DrugBank.d397.s10.e1,antihistamines,84-97,group
DDI-DrugBank.d397.s10.e2,terfenadine,99-109,drug
DDI-DrugBank.d397.s10.e3,astemizole,115-124,drug
DDI-DrugBank.d397.s12.e0,terfenadine,81-91,drug
DDI-DrugBank.d397.s12.e1,erythromycin,97-108,drug
DDI-DrugBank.d397.s13.e0,erythromycin,64-75,drug
DDI-DrugBank.d397.s13.e1,cisapride,100-108,drug
DDI-DrugBank.d397.s13.e2,cisapride,289-297,drug
DDI-DrugBank.d397.s13.e3,erythromycin,302-313,drug
DDI-DrugBank.d397.s15.e0,lovastatin,31-40,drug
DDI-DrugBank.d397.s15.e1,erythromycin,46-57,drug
DDI-DrugBank.d129.s0.e0,Androgens,0-8,group
DDI-DrugBank.d129.s1.e0,anticoagulant,14-26,group
DDI-DrugBank.d129.s2.e0,oxyphenbutazone,29-43,drug
DDI-DrugBank.d129.s2.e1,androgens,49-57,group
DDI-DrugBank.d129.s2.e2,oxyphenbutazone,98-112,drug
DDI-DrugBank.d129.s3.e0,androgens,47-55,group
DDI-DrugBank.d129.s3.e1,insulin,99-105,drug
DDI-DrugBank.d104.s0.e0,Fenfluramine,0-11,drug
DDI-DrugBank.d104.s0.e1,antihypertensive drugs,49-70,group
DDI-DrugBank.d104.s0.e2,guanethidine,79-90,drug
DDI-DrugBank.d104.s0.e3,methyldopa,93-102,drug
DDI-DrugBank.d104.s0.e4,reserpine,105-113,drug
DDI-DrugBank.d104.s1.e0,CNS depressant drugs,6-25,group
DDI-DrugBank.d104.s1.e1,fenfluramine,74-85,drug
DDI-DrugBank.d237.s0.e0,Cisapride,0-8,drug
DDI-DrugBank.d237.s1.e0,cisapride,113-121,drug
DDI-DrugBank.d237.s1.e1,cisapride,211-219,drug
DDI-DrugBank.d237.s2.e0,Antibiotics,0-10,group
DDI-DrugBank.d237.s2.e1,clarithromycin,52-65,drug
DDI-DrugBank.d237.s2.e2,erythromycin,68-79,drug
DDI-DrugBank.d237.s2.e3,troleandomycin,86-99,drug
DDI-DrugBank.d237.s2.e4,cisapride,136-144,drug
DDI-DrugBank.d237.s2.e5,cisapride,189-197,drug
DDI-DrugBank.d237.s3.e0,Anticholinergics,0-15,group
DDI-DrugBank.d237.s3.e1,anticholinergic compounds,55-79,group
DDI-DrugBank.d237.s3.e2,belladonna alkaloids,90-109,group
DDI-DrugBank.d237.s3.e3,dicyclomine,115-125,drug
DDI-DrugBank.d237.s3.e4,cisapride,186-194,drug
DDI-DrugBank.d237.s4.e0,Anticoagulants,0-13,group
DDI-DrugBank.d237.s4.e1,anticoagulants,50-63,group
DDI-DrugBank.d237.s5.e0,cisapride,107-115,drug
DDI-DrugBank.d237.s5.e1,anticoagulant,164-176,group
DDI-DrugBank.d237.s6.e0,Antidepressants,0-14,group
DDI-DrugBank.d237.s6.e1,nefazodone,45-54,drug
DDI-DrugBank.d237.s6.e2,cisapride,83-91,drug
DDI-DrugBank.d237.s6.e3,cisapride,136-144,drug
DDI-DrugBank.d237.s7.e0,Antifungals,0-10,group
DDI-DrugBank.d237.s7.e1,fluconazole,56-66,drug
DDI-DrugBank.d237.s7.e2,itraconazole,69-80,drug
DDI-DrugBank.d237.s7.e3,ketoconazole,92-103,drug
DDI-DrugBank.d237.s7.e4,cisapride,140-148,drug
DDI-DrugBank.d237.s7.e5,cisapride,193-201,drug
DDI-DrugBank.d237.s8.e0,ketoconazole,46-57,drug
DDI-DrugBank.d237.s8.e1,cisapride,95-103,drug
DDI-DrugBank.d237.s8.e2,cisapride,156-164,drug
DDI-DrugBank.d237.s9.e0,cisapride,82-90,drug
DDI-DrugBank.d237.s9.e1,ketoconazole,96-107,drug
DDI-DrugBank.d237.s10.e0,H2 Receptor Antagonists,0-22,group
DDI-DrugBank.d237.s10.e1,Cimetidine,25-34,drug
DDI-DrugBank.d237.s10.e2,cisapride,112-120,drug
DDI-DrugBank.d237.s10.e3,cisapride,145-153,drug
DDI-DrugBank.d237.s10.e4,ranitidine,197-206,drug
DDI-DrugBank.d237.s11.e0,cimetidine,35-44,drug
DDI-DrugBank.d237.s11.e1,ranitidine,50-59,drug
DDI-DrugBank.d237.s11.e2,cisapride,110-118,drug
DDI-DrugBank.d237.s12.e0,Protease Inhibitors,0-18,group
DDI-DrugBank.d237.s12.e1,indinavir,49-57,drug
DDI-DrugBank.d237.s12.e2,ritonavir,63-71,drug
DDI-DrugBank.d237.s12.e3,cisapride,108-116,drug
DDI-DrugBank.d237.s12.e4,cisapride,160-168,drug
DDI-DrugBank.d237.s13.e0,cisapride,49-57,drug
DDI-DrugBank.d237.s13.e1,cisapride,92-100,drug
DDI-DrugBank.d237.s14.e0,Cisapride,0-8,drug
DDI-DrugBank.d237.s14.e1,antiarrhythmics,102-116,group
DDI-DrugBank.d237.s14.e2,quinidine,156-164,drug
DDI-DrugBank.d237.s14.e3,procainamide,170-181,drug
DDI-DrugBank.d237.s14.e4,sotalol,207-213,drug
DDI-DrugBank.d237.s15.e0,tricyclic antidepressants,0-24,group
DDI-DrugBank.d237.s15.e1,amitriptyline,35-47,drug
DDI-DrugBank.d237.s16.e0,tetracyclic antidepressants,8-34,group
DDI-DrugBank.d237.s16.e1,maprotiline,45-55,drug
DDI-DrugBank.d237.s17.e0,antipsychotic medications,8-32,group
DDI-DrugBank.d237.s17.e1,sertindole,43-52,drug
DDI-DrugBank.d237.s18.e0,astemizole,0-9,drug
DDI-DrugBank.d237.s18.e1,bepridil,12-19,drug
DDI-DrugBank.d237.s18.e2,sparfloxacin,22-33,drug
DDI-DrugBank.d237.s18.e3,terodiline,40-49,drug
DDI-DrugBank.d237.s20.e0,cisapride,40-48,drug
DDI-DrugBank.d138.s0.e0,ALPHAGAN P,72-81,brand
DDI-DrugBank.d138.s0.e1,CNS depressants,143-157,group
DDI-DrugBank.d138.s0.e2,alcohol,160-166,drug
DDI-DrugBank.d138.s0.e3,barbiturates,169-180,group
DDI-DrugBank.d138.s0.e4,opiates,183-189,group
DDI-DrugBank.d138.s0.e5,sedatives,192-200,group
DDI-DrugBank.d138.s0.e6,anesthetics,206-216,group
DDI-DrugBank.d138.s1.e0,Alpha-agonists,0-13,group
DDI-DrugBank.d138.s2.e0,beta-blockers,43-55,group
DDI-DrugBank.d138.s2.e1,anti-hypertensives,84-101,group
DDI-DrugBank.d138.s2.e2,cardiac glycosides,110-127,group
DDI-DrugBank.d138.s3.e0,Tricyclic antidepressants,0-24,group
DDI-DrugBank.d138.s3.e1,clonidine,89-97,drug
DDI-DrugBank.d138.s3.e2,ALPHAGAN P,163-172,brand
DDI-DrugBank.d138.s4.e0,ALPHAGAN P,57-66,brand
DDI-DrugBank.d138.s5.e0,tricyclic antidepressants,48-72,group
DDI-DrugBank.d345.s0.e0,colestipol hydrochloride,6-29,drug
DDI-DrugBank.d345.s0.e1,anion exchange resin,37-56,group
DDI-DrugBank.d345.s1.e0,colestipol hydrochloride,37-60,drug
DDI-DrugBank.d345.s2.e0,COLESTlD,11-18,brand
DDI-DrugBank.d345.s3.e0,COLESTID,43-50,brand
DDI-DrugBank.d345.s4.e0,COLESTID,78-85,brand
DDI-DrugBank.d345.s5.e0,colestipol hydrochloride,18-41,drug
DDI-DrugBank.d345.s5.e1,propranolol,75-85,drug
DDI-DrugBank.d345.s5.e2,propranolol,134-144,drug
DDI-DrugBank.d345.s6.e0,colestipol hydrochloride,80-103,drug
DDI-DrugBank.d345.s6.e1,propranolol,109-119,drug
DDI-DrugBank.d345.s6.e2,propranolol,207-217,drug
DDI-DrugBank.d345.s8.e0,beta-blockers,35-47,group
DDI-DrugBank.d345.s9.e0,propranolol,23-33,drug
DDI-DrugBank.d345.s9.e1,COLESTID,59-66,brand
DDI-DrugBank.d345.s10.e0,chlorothiazide,46-59,drug
DDI-DrugBank.d345.s10.e1,colestipol hydrochloride,156-179,drug
DDI-DrugBank.d345.s11.e0,tetracycline,18-29,drug
DDI-DrugBank.d345.s11.e1,furosemide,32-41,drug
DDI-DrugBank.d345.s11.e2,penicillin G,44-55,drug
DDI-DrugBank.d345.s11.e3,hydrochlorothiazide,58-76,drug
DDI-DrugBank.d345.s11.e4,gemfibrozil,83-93,drug
DDI-DrugBank.d345.s11.e5,colestipol hydrochloride,154-177,drug
DDI-DrugBank.d345.s12.e0,colestipol hydrochloride,86-109,drug
DDI-DrugBank.d345.s13.e0,colestipol hydrochloride,62-85,drug
DDI-DrugBank.d345.s13.e1,aspirin,137-143,brand
DDI-DrugBank.d345.s13.e2,clindamycin,146-156,brand
DDI-DrugBank.d345.s13.e3,clofibrate,159-168,drug
DDI-DrugBank.d345.s13.e4,methyldopa,171-180,drug
DDI-DrugBank.d345.s13.e5,nicotinic acid,183-196,drug
DDI-DrugBank.d345.s13.e6,niacin,199-204,drug
DDI-DrugBank.d345.s13.e7,tolbutamide,208-218,drug
DDI-DrugBank.d345.s13.e8,phenytoin,221-229,drug
DDI-DrugBank.d345.s13.e9,warfarin,234-241,drug
DDI-DrugBank.d345.s14.e0,digitalis preparations,43-64,group
DDI-DrugBank.d345.s14.e1,colestipol hydrochloride,120-143,drug
DDI-DrugBank.d345.s14.e2,digoxin,168-174,drug
DDI-DrugBank.d345.s14.e3,digitoxin,180-188,drug
DDI-DrugBank.d345.s16.e0,colestipol hydrochloride,14-37,drug
DDI-DrugBank.d345.s16.e1,resin,132-136,group
DDI-DrugBank.d345.s16.e2,colestipol hydrochloride,208-231,drug
DDI-DrugBank.d345.s17.e0,Bile acid binding resins,0-23,group
DDI-DrugBank.d345.s17.e1,phosphate,72-80,drug
DDI-DrugBank.d345.s17.e2,hydrocortisone,98-111,drug
DDI-DrugBank.d551.s0.e0,WelChol,0-6,brand
DDI-DrugBank.d551.s1.e0,WelChol,0-6,brand
DDI-DrugBank.d551.s1.e1,digoxin,75-81,drug
DDI-DrugBank.d551.s1.e2,lovastatin,84-93,drug
DDI-DrugBank.d551.s1.e3,metoprolol,96-105,drug
DDI-DrugBank.d551.s1.e4,quinidine,108-116,drug
DDI-DrugBank.d551.s1.e5,valproic acid,119-131,drug
DDI-DrugBank.d551.s1.e6,warfarin,138-145,drug
DDI-DrugBank.d551.s2.e0,WelChol,0-6,brand
DDI-DrugBank.d551.s2.e1,verapamil,57-65,drug
DDI-DrugBank.d551.s2.e2,Calan SR,68-75,brand
DDI-DrugBank.d551.s3.e0,verapamil,70-78,drug
DDI-DrugBank.d551.s4.e0,WelChol,41-47,brand
DDI-DrugBank.d551.s4.e1,atorvastatin,55-66,drug
DDI-DrugBank.d551.s4.e2,lovastatin,69-78,drug
DDI-DrugBank.d551.s4.e3,simvastatin,84-94,drug
DDI-DrugBank.d551.s4.e4,HMG-CoA reductase inhibitor,154-180,group
DDI-DrugBank.d12.s0.e0,anticoagulants,33-46,group
DDI-DrugBank.d12.s0.e1,Atromid-S,78-86,brand
DDI-DrugBank.d12.s1.e0,anticoagulant,27-39,group
DDI-DrugBank.d12.s3.e0,Atromid-S,0-8,brand
DDI-DrugBank.d12.s3.e1,phenytoin,44-52,drug
DDI-DrugBank.d12.s3.e2,tolbutamide,57-67,drug
DDI-DrugBank.d12.s4.e0,Atromid-S,118-126,brand
DDI-DrugBank.d12.s5.e0,tolbutamide,27-37,drug
DDI-DrugBank.d12.s5.e1,Atromid-S,74-82,brand
DDI-DrugBank.d12.s6.e0,fibrate,113-119,group
DDI-DrugBank.d12.s6.e1,lovastatin,125-134,drug
DDI-DrugBank.d12.s7.e0,lovastatin,168-177,drug
DDI-DrugBank.d12.s7.e1,fibrate,185-191,group
DDI-DrugBank.d12.s8.e0,fibrates,59-66,group
DDI-DrugBank.d12.s8.e1,gemfibrozil,79-89,drug
DDI-DrugBank.d12.s8.e2,fibrates,170-177,group
DDI-DrugBank.d12.s8.e3,clofibrate,196-205,drug
DDI-DrugBank.d12.s9.e0,lovastatin,31-40,drug
DDI-DrugBank.d12.s9.e1,fibrates,47-54,group
DDI-DrugBank.d53.s0.e0,nelfinavir,21-30,drug
DDI-DrugBank.d53.s0.e1,azithromycin,70-81,drug
DDI-DrugBank.d53.s1.e0,nelfinavir,21-30,drug
DDI-DrugBank.d53.s1.e1,azithromycin,70-81,drug
DDI-DrugBank.d53.s1.e2,azithromycin,125-136,drug
DDI-DrugBank.d53.s2.e0,azithromycin,30-41,drug
DDI-DrugBank.d53.s2.e1,nelfinavir,100-109,drug
DDI-DrugBank.d53.s2.e2,azithromycin,155-166,drug
DDI-DrugBank.d53.s3.e0,Azithromycin,0-11,drug
DDI-DrugBank.d53.s3.e1,warfarin,78-85,drug
DDI-DrugBank.d53.s4.e0,azithromycin,111-122,drug
DDI-DrugBank.d53.s4.e1,warfarin,128-135,drug
DDI-DrugBank.d53.s5.e0,macrolides,18-27,group
DDI-DrugBank.d53.s5.e1,warfarin,33-40,drug
DDI-DrugBank.d53.s6.e0,azithromycin,45-56,drug
DDI-DrugBank.d53.s7.e0,azithromycin,32-43,drug
DDI-DrugBank.d53.s7.e1,atorvastatin,92-103,drug
DDI-DrugBank.d53.s7.e2,carbamazepine,106-118,drug
DDI-DrugBank.d53.s7.e3,cetirizine,121-130,drug
DDI-DrugBank.d53.s7.e4,didanosine,133-142,drug
DDI-DrugBank.d53.s7.e5,efavirenz,145-153,drug
DDI-DrugBank.d53.s7.e6,fluconazole,156-166,drug
DDI-DrugBank.d53.s7.e7,indinavir,169-177,drug
DDI-DrugBank.d53.s7.e8,midazolam,180-188,drug
DDI-DrugBank.d53.s7.e9,rifabutin,191-199,drug
DDI-DrugBank.d53.s7.e10,sildenafil,202-211,drug
DDI-DrugBank.d53.s7.e11,theophylline,214-225,drug
DDI-DrugBank.d53.s7.e12,triazolam,251-259,drug
DDI-DrugBank.d53.s7.e13,trimethoprim,262-273,drug
DDI-DrugBank.d53.s7.e14,sulfamethoxazole,275-290,drug
DDI-DrugBank.d53.s7.e15,zidovudine,295-304,drug
DDI-DrugBank.d53.s8.e0,efavirenz,23-31,drug
DDI-DrugBank.d53.s8.e1,fluconazole,36-46,drug
DDI-DrugBank.d53.s8.e2,azithromycin,95-106,drug
DDI-DrugBank.d53.s9.e0,azithromycin,56-67,drug
DDI-DrugBank.d53.s10.e0,azithromycin,88-99,drug
DDI-DrugBank.d53.s12.e0,macrolide products,42-59,group
DDI-DrugBank.d53.s13.e0,azithromycin,66-77,drug
DDI-DrugBank.d53.s13.e1,Digoxin,162-168,drug
DDI-DrugBank.d53.s13.e2,digoxin,179-185,drug
DDI-DrugBank.d53.s14.e0,Ergotamine,0-9,drug
DDI-DrugBank.d53.s14.e1,dihydroergotamine,14-30,drug
DDI-DrugBank.d53.s15.e0,Cyclosporine,0-11,drug
DDI-DrugBank.d53.s15.e1,hexobarbital,14-25,drug
DDI-DrugBank.d53.s15.e2,phenytoin,31-39,drug
DDI-DrugBank.d53.s17.e0,Zmax,67-70,brand
DDI-DrugBank.d460.s0.e0,Starlix,47-53,brand
DDI-DrugBank.d460.s1.e0,Starlix,0-6,brand
DDI-DrugBank.d460.s1.e1,tolbutamide,131-141,drug
DDI-DrugBank.d460.s3.e0,Glyburide,0-8,drug
DDI-DrugBank.d460.s3.e1,Starlix,114-120,brand
DDI-DrugBank.d460.s3.e2,glyburide,183-191,drug
DDI-DrugBank.d460.s5.e0,Metformin,0-8,drug
DDI-DrugBank.d460.s5.e1,Starlix,16-22,brand
DDI-DrugBank.d460.s5.e2,metformin,99-107,drug
DDI-DrugBank.d460.s6.e0,Digoxin,0-6,drug
DDI-DrugBank.d460.s6.e1,Starlix,14-20,brand
DDI-DrugBank.d460.s6.e2,digoxin,101-107,drug
DDI-DrugBank.d460.s7.e0,Warfarin,0-7,drug
DDI-DrugBank.d460.s7.e1,Starlix,50-56,brand
DDI-DrugBank.d460.s7.e2,warfarin,147-154,drug
DDI-DrugBank.d460.s9.e0,Diclofenac,0-9,drug
DDI-DrugBank.d460.s9.e1,Starlix,57-63,brand
DDI-DrugBank.d460.s9.e2,diclofenac,115-124,drug
DDI-DrugBank.d460.s10.e0,Nateglinide,0-10,drug
DDI-DrugBank.d460.s11.e0,furosemide,70-79,drug
DDI-DrugBank.d460.s11.e1,propranolol,82-92,drug
DDI-DrugBank.d460.s11.e2,captopril,95-103,drug
DDI-DrugBank.d460.s11.e3,nicardipine,106-116,drug
DDI-DrugBank.d460.s11.e4,pravastatin,119-129,drug
DDI-DrugBank.d460.s11.e5,glyburide,132-140,drug
DDI-DrugBank.d460.s11.e6,warfarin,143-150,drug
DDI-DrugBank.d460.s11.e7,phenytoin,153-161,drug
DDI-DrugBank.d460.s11.e8,acetylsalicylic acid,164-183,drug
DDI-DrugBank.d460.s11.e9,tolbutamide,186-196,drug
DDI-DrugBank.d460.s11.e10,metformin,203-211,drug
DDI-DrugBank.d460.s11.e11,nateglinide,250-260,drug
DDI-DrugBank.d460.s12.e0,nateglinide,11-21,drug
DDI-DrugBank.d460.s12.e1,propranolol,72-82,drug
DDI-DrugBank.d460.s12.e2,glyburide,85-93,drug
DDI-DrugBank.d460.s12.e3,nicardipine,96-106,drug
DDI-DrugBank.d460.s12.e4,warfarin,109-116,drug
DDI-DrugBank.d460.s12.e5,phenytoin,119-127,drug
DDI-DrugBank.d460.s12.e6,acetylsalicylic acid,130-149,drug
DDI-DrugBank.d460.s12.e7,tolbutamide,156-166,drug
DDI-DrugBank.d460.s14.e0,nonsteroidal anti-inflammatory agents,25-61,group
DDI-DrugBank.d460.s14.e1,NSAIDs,64-69,group
DDI-DrugBank.d460.s14.e2,salicylates,73-83,group
DDI-DrugBank.d460.s14.e3,monoamine oxidase inhibitors,86-113,group
DDI-DrugBank.d460.s14.e4,non-selective beta-adrenergic-blocking agents,120-164,group
DDI-DrugBank.d460.s14.e5,Starlix,208-214,brand
DDI-DrugBank.d460.s14.e6,antidiabetic drugs,231-248,group
DDI-DrugBank.d460.s15.e0,thiazides,24-32,group
DDI-DrugBank.d460.s15.e1,corticosteroids,35-49,group
DDI-DrugBank.d460.s15.e2,thyroid products,52-67,group
DDI-DrugBank.d460.s15.e3,sympathomimetics,74-89,group
DDI-DrugBank.d460.s15.e4,Starlix,129-135,brand
DDI-DrugBank.d460.s15.e5,antidiabetic drugs,152-169,group
DDI-DrugBank.d460.s16.e0,Starlix,74-80,brand
DDI-DrugBank.d130.s0.e0,Lincomycin,0-9,drug
DDI-DrugBank.d130.s0.e1,neuromuscular blocking agents,105-133,group
DDI-DrugBank.d130.s2.e0,lincomycin,19-28,drug
DDI-DrugBank.d130.s2.e1,erythromycin,34-45,drug
DDI-DrugBank.d160.s0.e0,ethambutol,46-55,drug
DDI-DrugBank.d160.s0.e1,aluminum hydroxide,76-93,drug
DDI-DrugBank.d160.s0.e2,antacid,106-112,group
DDI-DrugBank.d160.s0.e3,ethambutol,220-229,drug
DDI-DrugBank.d160.s0.e4,ethambutol,314-323,drug
DDI-DrugBank.d160.s0.e5,antacid products,349-364,group
DDI-DrugBank.d160.s1.e0,ethambutol,56-65,drug
DDI-DrugBank.d160.s1.e1,aluminum hydroxide,72-89,drug
DDI-DrugBank.d160.s1.e2,antacids,102-109,group
DDI-DrugBank.d160.s1.e3,ethambutol,142-151,drug
DDI-DrugBank.d19.s0.e0,Disulfiram,0-9,drug
DDI-DrugBank.d19.s1.e0,DISULFIRAM,0-9,drug
DDI-DrugBank.d19.s1.e1,PHENYTOIN,67-75,drug
DDI-DrugBank.d19.s2.e0,PHENYTOIN,68-76,drug
DDI-DrugBank.d19.s2.e1,DISULFIRAM,115-124,drug
DDI-DrugBank.d19.s2.e2,PHENYTOIN,142-150,drug
DDI-DrugBank.d19.s2.e3,PHENYTOIN,172-180,drug
DDI-DrugBank.d19.s3.e0,DISULFIRAM,28-37,drug
DDI-DrugBank.d19.s4.e0,PHENYTOIN,16-24,drug
DDI-DrugBank.d19.s5.e0,PHENYTOIN,10-18,drug
DDI-DrugBank.d19.s6.e0,anticoagulants,49-62,group
DDI-DrugBank.d19.s6.e1,disulfiram,91-100,drug
DDI-DrugBank.d19.s6.e2,disulfiram,109-118,drug
DDI-DrugBank.d19.s7.e0,isoniazid,16-24,drug
DDI-DrugBank.d19.s7.e1,disulfiram,31-40,drug
DDI-DrugBank.d19.s8.e0,disulfiram,4-13,drug
DDI-DrugBank.d19.s9.e0,disulfiram,35-44,drug
DDI-DrugBank.d19.s9.e1,nitrite,50-56,drug
DDI-DrugBank.d19.s9.e2,disulfiram,149-158,drug
DDI-DrugBank.d19.s9.e3,nitrites,175-182,group
DDI-DrugBank.d19.s10.e0,Disulfiram,0-9,drug
DDI-DrugBank.d296.s0.e0,Diphenhydramine hydrochloride,0-28,drug
DDI-DrugBank.d296.s0.e1,alcohol,56-62,drug
DDI-DrugBank.d296.s0.e2,CNS depressants,74-88,group
DDI-DrugBank.d296.s0.e3,hypnotics,91-99,group
DDI-DrugBank.d296.s0.e4,sedatives,102-110,group
DDI-DrugBank.d296.s0.e5,tranquilizers,113-125,group
DDI-DrugBank.d296.s1.e0,MAO inhibitors,0-13,group
DDI-DrugBank.d296.s1.e1,antihistamines,77-90,group
DDI-DrugBank.d67.s0.e0,desloratadine,140-152,drug
DDI-DrugBank.d67.s0.e1,erythromycin,223-234,drug
DDI-DrugBank.d67.s0.e2,ketoconazole,260-271,drug
DDI-DrugBank.d67.s1.e0,desloratadine,76-88,drug
DDI-DrugBank.d67.s1.e1,azithromycin,148-159,drug
DDI-DrugBank.d67.s1.e2,fluoxetine,224-233,drug
DDI-DrugBank.d67.s1.e3,fluoxetine,303-312,drug
DDI-DrugBank.d67.s1.e4,cimetidine,329-338,drug
DDI-DrugBank.d67.s2.e0,desloratadine,69-81,drug
DDI-DrugBank.d67.s2.e1,3-hydroxydesloratadine,87-108,drug_n
DDI-DrugBank.d67.s2.e2,desloratadine,193-205,drug
DDI-DrugBank.d67.s3.e0,Desloratadine,19-31,drug
DDI-DrugBank.d67.s3.e1,3-Hydroxydesloratadine,37-58,drug_n
DDI-DrugBank.d67.s5.e0,Desloratadine,0-12,drug
DDI-DrugBank.d67.s5.e1,3-Hydroxydesloratadine,14-35,drug_n
DDI-DrugBank.d67.s8.e0,Erythromycin,0-11,drug
DDI-DrugBank.d67.s11.e0,Ketoconazole,0-11,drug
DDI-DrugBank.d67.s14.e0,Azithromycin,0-11,drug
DDI-DrugBank.d67.s17.e0,Fluoxetine,0-9,drug
DDI-DrugBank.d67.s20.e0,Cimetidine,0-9,drug
DDI-DrugBank.d78.s0.e0,Antacids,0-7,group
DDI-DrugBank.d78.s0.e1,Sucralfate,10-19,drug
DDI-DrugBank.d78.s0.e2,Multivitamins,37-49,group
DDI-DrugBank.d78.s0.e3,Quinolones,51-60,group
DDI-DrugBank.d78.s1.e0,quinolones,18-27,group
DDI-DrugBank.d78.s1.e1,antacids,34-41,group
DDI-DrugBank.d78.s1.e2,aluminum,54-61,drug
DDI-DrugBank.d78.s1.e3,magnesium,64-72,drug
DDI-DrugBank.d78.s1.e4,calcium,78-84,drug
DDI-DrugBank.d78.s1.e5,sucralfate,92-101,drug
DDI-DrugBank.d78.s1.e6,iron,131-134,drug
